Rank,Title,Developer,Version,Price (USD),Rating,Votes,Content Rating,Category,Min Installs,Max Installs,Updated,Rank Change (Day),Rank Change (Week),URL
136,TRANSFORMERS Legends,mobage,1.9.5.1.4,$0.00 ,4.31,6849,Low Maturity,Arcade & Action,500000,1000000,12/13/12,0,17,https://play.google.com/store/apps/details?id=com.mobage.ww.a926.Transformers_Android
130,Bakery Story: Christmas,TeamLava Games,1.5.5.4,$0.00 ,4.55,13185,Everyone,Casual,1000000,5000000,1/4/13,-2,17,https://play.google.com/store/apps/details?id=com.teamlava.bakerystory8
132,MY LITTLE PONY,Gameloft,1.2.1,$0.00 ,4.41,29182,Everyone,Casual,1000000,5000000,1/3/13,-9,-15,https://play.google.com/store/apps/details?id=com.gameloft.android.ANMP.GloftPOHM
135,Bubble Witch Saga,King.com,Varies with device,$0.00 ,4.51,9174,Everyone,Casual,1000000,5000000,12/18/12,-13,-48,https://play.google.com/store/apps/details?id=com.midasplayer.apps.bubblewitch
141,Restaurant Storyâ„¢,TeamLava Games,1.5.5.4,$0.00 ,4.38,175335,Everyone,Casual,10000000,50000000,1/11/13,1,12,https://play.google.com/store/apps/details?id=com.teamlava.restaurantstory
143,Ice Age Village,Gameloft,1.0.5,$0.00 ,4.59,416745,Everyone,Casual,10000000,50000000,12/21/12,1,-54,https://play.google.com/store/apps/details?id=com.gameloft.android.ANMP.GloftIAHM
162,ë‹_í•¨ê»˜ ì°¨ì°¨ì°¨ for Kakao,CJ E&M corp.,2.1.1,$0.00 ,4.55,1617163,Low Maturity,Casual,10000000,50000000,1/23/13,27,40,https://play.google.com/store/apps/details?id=com.cjenm.chachacha
140,GO SMS Pro,GO Dev Team,4.73,$0.00 ,4.43,495199,Low Maturity,Communication,10000000,50000000,1/29/13,-6,-16,https://play.google.com/store/apps/details?id=com.jb.gosms
138,Mystery Manor,Game Insight International,Varies with device,$0.00 ,4.46,116425,Everyone,Arcade & Action,1000000,5000000,1/18/13,4,-57,https://play.google.com/store/apps/details?id=com.gameinsight.mmandroid
150,Plants vs. Zombies,Electronic Arts Inc,Varies with device,$2.99 ,3.31,6974,Everyone,Arcade & Action,100000,500000,1/28/13,7,25,https://play.google.com/store/apps/details?id=com.popcap.pvz_na
142,Quickoffice Pro HD,Quickoffice,5.7.327,$19.99 ,3.5,1452,Everyone,Business,100000,500000,1/2/13,-7,-45,https://play.google.com/store/apps/details?id=com.qo.android.tablet.am
145,The Price is Rightâ„¢ Slots,Ludia Inc.,1.5.10,$0.00 ,4.24,3452,Medium Maturity,Cards & Casino,100000,500000,1/29/13,-13,3,https://play.google.com/store/apps/details?id=com.ludia.tpirslots
147,NBA JAM by EA SPORTSâ„¢,Electronic Arts Inc,01.00.43,$2.99 ,3.63,3434,Everyone,Sports Games,100000,500000,1/30/13,-6,4,https://play.google.com/store/apps/details?id=com.eamobile.nbajam_na_wf
152,Marine&Lakes: USA,Navionics,2.6.3,$10.82 ,3.9,412,Low Maturity,Travel & Local,10000,50000,1/8/13,8,-27,https://play.google.com/store/apps/details?id=it.navionics.singleAppUsa
146,doubleTwist Player,doubleTwist â„¢,1.8.6,$0.00 ,4.38,113078,Everyone,Music & Audio,10000000,50000000,1/4/13,-5,1,https://play.google.com/store/apps/details?id=com.doubleTwist.androidPlayer
153,Next Launcher 3D,GO Launcher Dev Team,1.16.1,$15.99 ,4,1701,Everyone,Personalization,10000,50000,1/30/13,6,-23,https://play.google.com/store/apps/details?id=com.gtp.nextlauncher
144,Star Girl,Animoca,1.4,$0.00 ,4.5,50941,Medium Maturity,Casual,1000000,5000000,1/29/13,-18,7,https://play.google.com/store/apps/details?id=com.animoca.google.starGirl
158,Airport City,Game Insight International,Varies with device,$0.00 ,4.61,332111,Everyone,Arcade & Action,1000000,5000000,1/24/13,3,88,https://play.google.com/store/apps/details?id=com.gameinsight.airport
154,SuperGNES (SNES Emulator),Bubble Zap Games,1.3.6,$3.99 ,4.09,5222,Everyone,Arcade & Action,100000,500000,12/24/12,2,4,https://play.google.com/store/apps/details?id=com.bubblezapgames.supergnes
155,Dice With Buddiesâ„¢ Free,Avram Lyon,Varies with device,$0.00 ,4.52,23125,Medium Maturity,Casual,1000000,5000000,1/31/13,5,-8,https://play.google.com/store/apps/details?id=com.withbuddies.dice.free
148,Punch Hero,GAMEVIL Inc.,1.0.9,$0.00 ,4.58,170229,Low Maturity,Sports Games,5000000,10000000,1/28/13,-16,-4,https://play.google.com/store/apps/details?id=com.gamevil.punchhero.glo
160,Jetpack Joyride,Halfbrick Studios,1.3.5,$0.00 ,4.57,185237,Low Maturity,Arcade & Action,10000000,50000000,9/28/12,6,22,https://play.google.com/store/apps/details?id=com.halfbrick.jetpackjoyride
161,Blackboard Mobileâ„¢ Learn,Blackboard Inc.,Varies with device,$0.00 ,2.52,10783,Low Maturity,Education,1000000,5000000,12/13/12,16,8,https://play.google.com/store/apps/details?id=com.blackboard.android
151,Farm Storyâ„¢,TeamLava Games,1.9.5.2,$0.00 ,4.41,95819,Everyone,Casual,5000000,10000000,1/11/13,-5,-31,https://play.google.com/store/apps/details?id=com.teamlava.farmstory
159,Where's My Water?,Disney,1.9.0,$0.99 ,4.73,115144,Everyone,Brain & Puzzle,1000000,5000000,10/30/12,2,11,https://play.google.com/store/apps/details?id=com.disney.WMW
149,Fairy Farm,Game Gardenâ„¢,1.8.7,$0.00 ,4.49,82913,Everyone,Casual,1000000,5000000,1/25/13,-14,-70,https://play.google.com/store/apps/details?id=com.fairyfarmgame
171,Monsterama Park,"Kiwi, Inc.",1.6.8,$0.00 ,4.37,109282,Low Maturity,Casual,1000000,5000000,1/30/13,32,57,https://play.google.com/store/apps/details?id=com.kiwi.monsterpark
165,Robinson,Pixonic LLC,1.79.1,$0.00 ,4.61,110113,Everyone,Casual,1000000,5000000,1/31/13,6,30,https://play.google.com/store/apps/details?id=com.pixonic.robinson
163,Poweramp Full Version Unlocker,Max MP (MSR Ltd.),1.1-build-12,$3.99 ,4.69,51143,Everyone,Music & Audio,1000000,5000000,12/21/12,-2,3,https://play.google.com/store/apps/details?id=com.maxmpz.audioplayer.unlock
178,World at Arms,Gameloft,1.0.8,$0.00 ,4.38,48257,Medium Maturity,Arcade & Action,1000000,5000000,1/15/13,18,37,https://play.google.com/store/apps/details?id=com.gameloft.android.ANMP.GloftMTHM
157,Wild Bingo,Dragonplay,1.1,$0.00 ,4.15,8670,Medium Maturity,Cards & Casino,100000,500000,1/22/13,-23,-86,https://play.google.com/store/apps/details?id=com.dragonplay.wildbingo
177,Prize Claw,Game Circus LLC,2.7,$0.00 ,4.37,78186,Everyone,Arcade & Action,5000000,10000000,1/24/13,8,-12,https://play.google.com/store/apps/details?id=com.gamecircus.PrizeClaw
169,ETERNITY WARRIORS 2,Glu Mobile,2.1.0,$0.00 ,4.67,212286,Medium Maturity,Arcade & Action,1000000,5000000,1/14/13,8,48,https://play.google.com/store/apps/details?id=com.glu.ewarriors2
166,My Boy! - GBA Emulator,Fast Emulator,1.1.16,$4.99 ,4.37,924,Everyone,Arcade & Action,50000,100000,1/7/13,-4,0,https://play.google.com/store/apps/details?id=com.fastemulator.gba
174,Draw Something,OMGPOP,1.1111.104,$2.99 ,4,69930,Low Maturity,Brain & Puzzle,1000000,5000000,1/11/13,6,25,https://play.google.com/store/apps/details?id=com.omgpop.dstpaid
168,Order & Chaos Online,Gameloft,1.2.2,$6.99 ,4.26,29620,Medium Maturity,Arcade & Action,100000,500000,12/21/12,2,9,https://play.google.com/store/apps/details?id=com.gameloft.android.ANMP.GloftMMHM
167,Where's My Perry?,Disney,1.3.0,$0.99 ,4.61,29364,Everyone,Brain & Puzzle,500000,1000000,12/27/12,-7,-29,https://play.google.com/store/apps/details?id=com.disney.WMP
170,Nova Launcher Prime,TeslaCoil Software,1.1,$4.00 ,4.78,25492,Everyone,Personalization,100000,500000,12/31/12,-3,6,https://play.google.com/store/apps/details?id=com.teslacoilsw.launcher.prime
186,GREE,"GREE, Inc.",2.0.15,$0.00 ,2.48,18299,Low Maturity,Casual,1000000,5000000,1/16/13,19,46,https://play.google.com/store/apps/details?id=jp.gree.android.app
164,Happy Street,Godzilab Inc,1.3.306,$0.00 ,4.6,28931,Low Maturity,Casual,500000,1000000,1/18/13,-8,-155,https://play.google.com/store/apps/details?id=com.godzilab.happystreet
179,Dice With Buddiesâ„¢,Avram Lyon,2.6.5,$1.99 ,4.5,2406,Medium Maturity,Casual,10000,50000,1/25/13,8,7,https://play.google.com/store/apps/details?id=com.withbuddies.dice
175,Quickoffice Pro (Office & PDF),Quickoffice,5.7.327,$14.99 ,4.1,7982,Everyone,Business,100000,500000,1/2/13,-4,13,https://play.google.com/store/apps/details?id=com.qo.android.am3
172,Tiny Tribe,Everplay Interactive,1.712,$0.00 ,4.39,12577,Everyone,Casual,500000,1000000,1/29/13,-12,-5,https://play.google.com/store/apps/details?id=ru.crazybit.lost
176,LogMeIn Ignition,"LogMeIn, Inc.",Varies with device,$29.99 ,4.36,2528,Everyone,Productivity,100000,500000,1/25/13,-9,-12,https://play.google.com/store/apps/details?id=com.logmein.ignitionpro.android
184,Keeper Â® Password & Data Vault,"Keeper Security, Inc.",2013.01.14,$0.00 ,4.31,15844,Everyone,Productivity,1000000,5000000,1/16/13,7,27,https://play.google.com/store/apps/details?id=com.callpod.android_apps.keeper
203,Farm Casino - Slots Machines,Dragonplay,3.06,$0.00 ,4.48,30202,Medium Maturity,Cards & Casino,1000000,5000000,10/3/12,27,-12,https://play.google.com/store/apps/details?id=com.dragonplay.farmcasino
185,Chains of Durandal-Card Battle,mobage,2.0.1,$0.00 ,4.5,2438,Low Maturity,Casual,100000,500000,1/8/13,-4,52,https://play.google.com/store/apps/details?id=com.mobage.ww.a819.d2_android
180,Fatal Frontier,mobage,1.7.0.3,$0.00 ,4.5,5438,Medium Maturity,Arcade & Action,500000,1000000,8/10/12,-1,-59,https://play.google.com/store/apps/details?id=com.mobage.ww.a873.fatalfrontier_android_Android
183,"Skout - Meet, Chat, Friend",Skout Inc.,3.3.4,$0.00 ,4.08,138791,Medium Maturity,Social,5000000,10000000,1/28/13,-3,9,https://play.google.com/store/apps/details?id=com.skout.android
187,Avatar Fight - MMORPG game,GameJoy Inc,4.3,$0.00 ,4.61,51771,Everyone,Casual,1000000,5000000,1/17/13,12,41,https://play.google.com/store/apps/details?id=com.jiuzhangtech.arena
181,"Zombies, Run!",Six to Start,1.2.1,$3.77 ,4.36,2543,Medium Maturity,Health & Fitness,50000,100000,10/18/12,-11,-35,https://play.google.com/store/apps/details?id=com.sixtostart.zombiesrun
192,Drag Racing: Bike Edition,Creative Mobile,1.0.21,$0.00 ,4.5,91481,Everyone,Racing,10000000,50000000,1/14/13,9,27,https://play.google.com/store/apps/details?id=com.creativemobile.dragracingbe
190,Bingo Heaven - FREE BINGO GAME,Super Lucky Casino,1.33,$0.00 ,4.58,91654,Low Maturity,Cards & Casino,1000000,5000000,1/15/13,8,12,https://play.google.com/store/apps/details?id=com.twelvegigs.heaven.bingo
182,Top Stylist,Crowdstar Inc,3.0.3,$0.00 ,3.14,1649,Low Maturity,Casual,100000,500000,1/25/13,-9,-44,https://play.google.com/store/apps/details?id=com.crowdstar.avatar
173,Fish Live,CanadaDroid,1.1.24,$0.00 ,4.56,145607,Everyone,Casual,10000000,50000000,12/26/12,-14,-32,https://play.google.com/store/apps/details?id=com.baileyz.aquarium
188,STARDOM: THE A-LIST,Glu Mobile,Varies with device,$0.00 ,4.53,100958,Medium Maturity,Casual,1000000,5000000,1/29/13,0,-14,https://play.google.com/store/apps/details?id=com.glu.stardom
189,War 2 Victory,WISTONE ENTERTAINMENT,1.0.15,$0.00 ,4.19,1270,Medium Maturity,Arcade & Action,500000,1000000,1/30/13,-7,-35,https://play.google.com/store/apps/details?id=com.wistone.war2victory.nen
198,Temple Run,Imangi Studios,1.0.8,$0.00 ,4.62,1187296,Low Maturity,Arcade & Action,50000000,100000000,9/25/12,20,71,https://play.google.com/store/apps/details?id=com.imangi.templerun
191,Bubble Maniaâ„¢,TeamLava Games,1.1.1.8.2,$0.00 ,4.26,26560,Everyone,Arcade & Action,1000000,5000000,1/15/13,-3,7,https://play.google.com/store/apps/details?id=com.teamlava.bubble
206,Evernote,Evernote Corporation,4.5.4,$0.00 ,4.69,520459,Low Maturity,Productivity,10000000,50000000,1/29/13,4,-1,https://play.google.com/store/apps/details?id=com.evernote
201,The Amazing Spider-Man,Gameloft,Varies with device,$6.99 ,3.82,14500,Medium Maturity,Arcade & Action,100000,500000,11/8/12,4,7,https://play.google.com/store/apps/details?id=com.gameloft.android.ANMP.GloftAMHM
197,Hanging With Friends,Zynga,4.74,$0.00 ,4.27,92320,Low Maturity,Brain & Puzzle,5000000,10000000,1/21/13,-6,-6,https://play.google.com/store/apps/details?id=com.zynga.hanging
194,Slotsâ„¢: Holiday Edition,Shark Party Games,1.0.5.8,$0.00 ,4.15,6170,Medium Maturity,Cards & Casino,1000000,5000000,1/15/13,-5,-46,https://play.google.com/store/apps/details?id=com.sharkparty.slots8
205,Angry Birds Rio,Rovio Mobile Ltd.,1.5.0,$0.00 ,4.64,604541,Low Maturity,Arcade & Action,50000000,100000000,12/19/12,7,32,https://play.google.com/store/apps/details?id=com.rovio.angrybirdsrio
193,Fishing Superstars,GAMEVIL Inc.,1.2.3,$0.00 ,4.52,70420,Everyone,Sports Games,1000000,5000000,1/25/13,-21,-13,https://play.google.com/store/apps/details?id=com.gamevil.fishing.global
200,Ultimate Guitar Tabs,Ultimate Guitar USA LLC,1.8.6,$2.99 ,4.56,15047,Everyone,Music & Audio,100000,500000,1/30/13,-4,0,https://play.google.com/store/apps/details?id=com.ultimateguitar.tabs
196,Dragonplay Poker,Dragonplay,1.13,$0.00 ,4.13,944,Medium Maturity,Cards & Casino,50000,100000,1/28/13,1,52,https://play.google.com/store/apps/details?id=com.dragonplay.dragonplaypoker
204,BejeweledÂ® 2,Electronic Arts Inc,2.0.11,$2.99 ,3.26,5451,Everyone,Brain & Puzzle,100000,500000,1/25/13,4,19,https://play.google.com/store/apps/details?id=com.eamobile.bejeweled2_na_wf
208,Wifi Hotspot & USB Tether Pro,SVTP,2012.07.27.0.m,$14.99 ,3.96,1434,Everyone,Communication,50000,100000,7/27/12,2,-5,https://play.google.com/store/apps/details?id=com.svtechpartners.wifihotspot
210,SongPop,FreshPlanet,1.5.20,$1.99 ,4.62,14436,Everyone,Casual,100000,500000,1/15/13,1,11,https://play.google.com/store/apps/details?id=air.com.freshplanet.games.SongPopPremium
216,Kick the Boss 2,Game Hive Corporation,1.24,$0.00 ,4.75,124421,Medium Maturity,Arcade & Action,5000000,10000000,1/3/13,11,24,https://play.google.com/store/apps/details?id=com.gamehivecorp.kicktheboss2
195,Strikefleet Omega,6waves,1.2.3g,$0.00 ,4.6,61790,High Maturity,Arcade & Action,1000000,5000000,8/14/12,-23,-39,https://play.google.com/store/apps/details?id=com.sixwaves.strikefleetomega
213,MONOPOLY,Electronic Arts Inc,Varies with device,$4.99 ,2.97,1845,Everyone,Casual,100000,500000,1/28/13,5,15,https://play.google.com/store/apps/details?id=com.eamobile.monopoly_na_wf
229,Temple Run: Brave,Disney,1.3,$0.99 ,3.22,14833,Low Maturity,Arcade & Action,500000,1000000,1/3/13,36,103,https://play.google.com/store/apps/details?id=com.disney.brave_google
228,iMobstersâ„¢,Storm8 Games,1.4.3,$0.00 ,4.43,41583,Medium Maturity,Arcade & Action,5000000,10000000,1/21/13,5,-21,https://play.google.com/store/apps/details?id=com.storm8.imobsters
209,Torque Pro (OBD 2 & Car),Ian Hawkins,1.6.32,$4.95 ,4.76,11845,Low Maturity,Communication,100000,500000,1/26/13,-3,-9,https://play.google.com/store/apps/details?id=org.prowl.torque
224,Rule the Kingdom,Game Insight International,4.02,$0.00 ,4.25,34649,Everyone,Arcade & Action,1000000,5000000,12/20/12,14,63,https://play.google.com/store/apps/details?id=com.gameinsight.kingdom
220,The Bard's Tale,inXile entertainment,1.3.3b,$2.99 ,4.71,15568,Medium Maturity,Arcade & Action,100000,500000,12/21/12,13,45,https://play.google.com/store/apps/details?id=com.inxile.BardTale
218,Slotsâ„¢,Shark Party Games,1.0.5.8,$0.00 ,4.24,14600,Medium Maturity,Cards & Casino,1000000,5000000,1/24/13,17,25,https://play.google.com/store/apps/details?id=com.sharkparty.slots
212,SlingPlayer for Phones,Sling Media Inc.,2.2.3,$14.99 ,4.3,6189,Medium Maturity,Entertainment,100000,500000,12/12/12,-4,45,https://play.google.com/store/apps/details?id=com.slingmedia.slingPlayer
214,Zombie Evil,FT Games,1.08,$0.00 ,4.62,54937,Medium Maturity,Arcade & Action,1000000,5000000,1/30/13,-7,2,https://play.google.com/store/apps/details?id=com.feelingtouch.gnz
215,Beautiful Widgets,LevelUp Studio,5.0.7,$2.69 ,4.26,80934,Low Maturity,Personalization,1000000,5000000,1/5/13,-5,-32,https://play.google.com/store/apps/details?id=com.levelup.beautifulwidgets
230,Clickfun Casino,Online Skill LTD,0.0.38,$0.00 ,3.91,1098,Medium Maturity,Cards & Casino,100000,500000,1/29/13,8,7,https://play.google.com/store/apps/details?id=air.biz.rightshift.clickfun.casino
223,World Warâ„¢,Storm8 Games,1.4.3,$0.00 ,4.33,68966,Medium Maturity,Arcade & Action,10000000,50000000,1/22/13,-2,-42,https://play.google.com/store/apps/details?id=com.storm8.worldwar
199,Kingdom Royale,GAMEVIL Inc.,1.1.0,$0.00 ,4.34,28902,Medium Maturity,Arcade & Action,1000000,5000000,1/15/13,-18,13,https://play.google.com/store/apps/details?id=com.gamevil.projectn.global
235,Baseball SuperstarsÂ® 2013,GAMEVIL Inc.,1.0.6,$0.00 ,4.66,67366,Low Maturity,Sports Games,1000000,5000000,1/16/13,20,67,https://play.google.com/store/apps/details?id=com.gamevil.bb2013.global
225,9 Innings: 2013 Pro Baseball,Com2uS,1.0.6,$0.00 ,4.61,148048,Everyone,Sports Games,1000000,5000000,1/22/13,14,-13,https://play.google.com/store/apps/details?id=com.com2us.nipb2013.normal.freefull.google.global.android.common
226,SCRUFF Gay Guys Worldwide,"Perry Street Software, Inc.",3.0216,$0.00 ,4.15,9830,High Maturity,Social,500000,1000000,1/4/13,13,4,https://play.google.com/store/apps/details?id=com.appspot.scruffapp
256,Beat Hazard Ultra,Cold Beam Games Ltd,1.6,$4.49 ,4.8,1131,Everyone,Arcade & Action,10000,50000,1/18/13,66,146,https://play.google.com/store/apps/details?id=com.coldbeamgames.beathazardultragooglefull
219,Geocaching,Groundspeak Inc.,2.5.2,$9.99 ,4.01,6510,Low Maturity,Entertainment,100000,500000,11/27/12,-5,50,https://play.google.com/store/apps/details?id=com.groundspeak.geocaching
222,Assistant,Speaktoit,1.0.3.3,$0.00 ,4.64,105323,Low Maturity,Productivity,1000000,5000000,1/18/13,3,-10,https://play.google.com/store/apps/details?id=com.speaktoit.assistant
211,Ruby Blast,Zynga,1.1.3,$0.00 ,4.06,3862,Low Maturity,Brain & Puzzle,100000,500000,1/16/13,-34,,https://play.google.com/store/apps/details?id=com.zynga.zrush
217,NHL 2013 Live Wallpaper,Cellfish Studios,1.45,$0.00 ,3.97,2069,Low Maturity,Sports,100000,500000,1/28/13,-14,13,https://play.google.com/store/apps/details?id=airborne.nhlwp
221,City Slots New: Slots Machines,WinCity,2.2.1,$0.00 ,4.4,35700,Medium Maturity,Cards & Casino,1000000,5000000,1/19/13,-5,12,https://play.google.com/store/apps/details?id=com.wincity.ccslots
232,The Dark Knight Rises,Gameloft,1.1.2,$6.99 ,3.71,15165,Medium Maturity,Arcade & Action,100000,500000,1/30/13,3,11,https://play.google.com/store/apps/details?id=com.gameloft.android.ANMP.GloftKRHM
234,FRONTLINE COMMANDO,Glu Mobile,3.0.2,$0.00 ,4.6,458776,High Maturity,Arcade & Action,10000000,50000000,1/30/13,7,-3,https://play.google.com/store/apps/details?id=com.glu.modwarsniper
207,FINAL FANTASY AIRBORNE BRIGADE,mobage,1.0.2,$0.00 ,3.78,1225,Low Maturity,Arcade & Action,100000,500000,1/31/13,-53,-132,https://play.google.com/store/apps/details?id=com.mobage.ww.a1174.FINAL_FANTASY_AIRBORNE_BRIGADE_Android
227,Treasure Diving,Play Today,1.25,$0.00 ,4.81,8643,Everyone,Casual,100000,500000,1/26/13,-9,-94,https://play.google.com/store/apps/details?id=com.goplaytoday.divers
236,Camera ZOOM FX,androidslide,4.1.1,$2.99 ,4.41,45534,Low Maturity,Photography,1000000,5000000,1/13/13,-2,-39,https://play.google.com/store/apps/details?id=slide.cameraZoom
238,WeatherBug Elite,WeatherBug by Earth Networks,2.9.21,$1.99 ,4.39,34496,Low Maturity,Weather,100000,500000,12/19/12,-14,-87,https://play.google.com/store/apps/details?id=com.aws.android.elite
241,HD Widgets,cloud.tv,3.7.7,$1.99 ,4.35,17046,Low Maturity,Personalization,500000,1000000,1/1/13,7,16,https://play.google.com/store/apps/details?id=cloudtv.hdwidgets
244,Vonage MobileÂ®,Vonage,1.55.0,$0.00 ,4.15,5326,Low Maturity,Communication,1000000,5000000,1/5/13,5,-7,https://play.google.com/store/apps/details?id=com.vonage.TimeToCall
239,íƒ€ìù´ë‹ˆíŒ¡ for Kakao,Com2uS,1.1.0.0,$0.00 ,4.5,37128,Everyone,Arcade & Action,1000000,5000000,1/22/13,2,-23,https://play.google.com/store/apps/details?id=com.com2us.tinypang.kakao.freefull.google.global.android.common
242,Slots Wheel Deal by Yazino,Yazino,Varies with device,$0.00 ,3.95,458,Medium Maturity,Cards & Casino,100000,500000,1/16/13,14,28,https://play.google.com/store/apps/details?id=air.com.yazino.android.slots
233,Valor,"Quark Games, Inc.",1.2.0,$0.00 ,4.32,2735,Low Maturity,Arcade & Action,100000,500000,1/17/13,-7,-30,https://play.google.com/store/apps/details?id=com.playmesh.valor
250,Farming Simulator,GIANTS Software,1.0.8,$1.00 ,3.76,1660,Everyone,Arcade & Action,100000,500000,1/23/13,18,14,https://play.google.com/store/apps/details?id=com.giantssoftware.fs2012
249,Splashtop 2 - Remote Desktop,Splashtop,2.2.0.9,$0.00 ,4.51,15475,Everyone,Business,500000,1000000,1/30/13,6,-41,https://play.google.com/store/apps/details?id=com.splashtop.remote.pad.v2
246,CONTRACT KILLER 2,Glu Mobile,1.1.2,$0.00 ,4.53,71660,Medium Maturity,Arcade & Action,1000000,5000000,1/10/13,5,16,https://play.google.com/store/apps/details?id=com.glu.contractkiller2
237,City Island,Sparkling Society,2.1.6,$0.00 ,4.43,5378,Everyone,Casual,500000,1000000,1/31/13,-5,-7,https://play.google.com/store/apps/details?id=com.sparklingsociety.cityisland
253,SwiftKey 3 Tablet Keyboard,SwiftKey,3.1.0.377,$3.99 ,4.03,3796,Everyone,Productivity,100000,500000,1/2/13,3,-33,https://play.google.com/store/apps/details?id=com.touchtype.swiftkey.tablet.full
251,Littlest Pet Shop,Gameloft,1.1.3,$0.00 ,4.43,15705,Everyone,Casual,1000000,5000000,1/28/13,7,-3,https://play.google.com/store/apps/details?id=com.gameloft.android.ANMP.GloftPEHM
240,My Country,Game Insight International,3.02.966,$0.00 ,4.42,202685,Everyone,Arcade & Action,1000000,5000000,12/14/12,7,-77,https://play.google.com/store/apps/details?id=com.gameinsight.mycountry
272,Super Hexagon,Terry Cavanagh,1.0.2,$0.99 ,4.6,1928,Everyone,Arcade & Action,10000,50000,1/21/13,42,140,https://play.google.com/store/apps/details?id=com.distractionware.superhexagon
243,SAS: Zombie Assault 3,ninja kiwi,2.021,$0.00 ,4.4,24153,Medium Maturity,Arcade & Action,1000000,5000000,1/30/13,-21,-115,https://play.google.com/store/apps/details?id=com.ninjakiwi.sas3zombieassault
247,Mobile AntiVirus Security PRO,AVG Mobile technologies,Varies with device,$19.99 ,4.5,7947,Low Maturity,Communication,100000,500000,1/21/13,-6,18,https://play.google.com/store/apps/details?id=org.antivirus
259,Wild Blood,Gameloft,1.1.1,$6.99 ,4.14,13799,Medium Maturity,Arcade & Action,100000,500000,1/17/13,11,51,https://play.google.com/store/apps/details?id=com.gameloft.android.ANMP.GloftWBHM
